moneda,zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al Parque Arqueológico Nacional de Tierradentro,"150.182,53 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión privada desde Popayán,"130.593,50 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al Parque Arqueológico de San Agustín,"180.219,03 CL$",5 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Tour de la cultura misak,"43.748,82 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Excursión al Parque Nacional Puracé + Avistamiento del cóndor andino,"91.415,45 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Tour por los mercados de Silvia + Casa misak y Payán,"40.483,98 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al embalse Salvajina,"62.031,91 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Vuelo en parapente por El Tambo,"71.826,42 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión a la Reserva Natural San Cipriano,"84.885,77 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Descenso de cañones en Popayán,"62.031,91 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Tour por la Casa Payán + Ritual misak,"49.625,53 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Paseo a caballo por Silvia,"40.810,47 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Senderismo por el páramo de Silvia,"14.691,76 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión de 3 días a los parques arqueológicos de Tierradentro y San Agustín,"518.456,22 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Silvia,Excursión privada desde Silvia,"138.755,60 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Senderismo por las cascadas de Puracé,"91.680,49 CL$",Novedad,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al lago El Bolsón,"39.178,05 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Trekking de 5 días por el Nevado del Huila finalizando en Belalcázar,"457.077,27 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cesar/,Valledupar,Tour privado por Valledupar,"150.182,53 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cesar/,Valledupar,Tour privado de Diomedes Díaz,"276.962,70 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cesar/,Valledupar,Excursión privada a los ríos de la Sierra Nevada de Santa Marta,"211.039,10 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/choco/,Bahía Solano,Avistamiento de ballenas en Bahía Solano,"65.296,75 CL$",3 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/choco/,Bahía Solano,Paseo en canoa por el río Tundó,"24.812,76 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a la Catedral de Sal de Zipaquirá,"46.752,47 CL$",913 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Oferta: Guatavita + Catedral de Sal de Zipaquirá,"72.871,17 CL$",765 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour por Bogotá,¡Gratis!,3.750 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a la Catedral de Sal de Zipaquirá + Andrés Carne de Res en Chía,"67.908,62 CL$",119 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,,Traslados en Cundinamarca,"12.545,75 CL$",862 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Visita guiada por Bogotá + Teleférico a Montserrate,"78.356,10 CL$",272 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a Villa de Leyva,"114.922,28 CL$",65 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Tour de la cultura colombiana,"32.648,37 CL$",146 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Tour de Bogotá al completo con entradas,"121.451,96 CL$",142 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Trekking por el Parque Aventura La Chorrera,"108.392,61 CL$",49 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Visita guiada por el Museo del Oro y el barrio de La Candelaria,"37.963,53 CL$",27 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Tour privado por Bogotá,"91.415,45 CL$",81 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour por el cerro de Monserrate,¡Gratis!,629 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour por el barrio de La Candelaria,¡Gratis!,92 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a Zipaquirá en el Tren Turístico de la Sabana,"98.728,69 CL$",12 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Visita guiada por Monserrate,"26.118,70 CL$",22 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia","Tour por los barrios de San Diego, La Merced y La Macarena","24.917,24 CL$",2 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour del grafiti por Bogotá,¡Gratis!,876 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour gastronómico por Bogotá,¡Gratis!,87 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour en bicicleta por el centro de Bogotá,¡Gratis!,480 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller y degustación de café colombiano en La Candelaria,"33.954,31 CL$",56 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour del café por Cundinamarca,"104.213,61 CL$",86 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Zipaquirá,Entrada a la Catedral de Sal de Zipaquirá,"18.283,09 CL$",58 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Parque Jaime Duque,"88.803,58 CL$",37 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de los fantasmas de Bogotá,"9.270,28 CL$",48 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a Guatavita + Casa al Revés,"91.415,45 CL$",16 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,"Tour de 7, 10, 13 o 15 días por Colombia","1.512.533,99 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado de la esmeralda por Bogotá,"177.607,16 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por la Casa de Betty la Fea,"47.013,66 CL$",11 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Páramo de Sumapaz,"132.334,57 CL$",9 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a los cafetales colombianos,"147.570,66 CL$",148 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo en helicóptero por Bogotá,"143.652,85 CL$",Novedad,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de 4 días por Boyacá,"291.223,51 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour en chiva rumbera por Bogotá,"36.566,18 CL$",7 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo a caballo o senderismo por las montañas de La Calera,"65.296,75 CL$",4 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour en bicicleta por Bogotá,"17.368,93 CL$",4 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita a la finca cafetera El Edén,"104.213,61 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Free tour de Gabriel García Márquez,¡Gratis!,6 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Free tour de la esmeralda,¡Gratis!,66 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Autobús turístico de Bogotá,"25.857,51 CL$",14 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour gastronómico por Bogotá,"58.041,50 CL$",42 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por Mirador El Paraíso + Teleférico,"81.620,94 CL$",67 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour nocturno por Bogotá,"82.273,90 CL$",25 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,¿Escala en Bogotá? Tour privado desde el aeropuerto,"205.031,80 CL$",19 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión privada desde Bogotá,"313.424,41 CL$",9 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de la cerveza artesanal por Bogotá,"45.185,35 CL$",34 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a la mina de sal de Nemocón,"78.356,10 CL$",23 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al salto de Tequendama,"91.415,45 CL$",13 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de Jorge Eliécer Gaitán,"33.954,31 CL$",3 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por el barrio Chapinero,"39.903,62 CL$",17 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour en patinete eléctrico por La Candelaria,"27.424,63 CL$",27 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour del desayuno colombiano,"37.001,58 CL$",20 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour por el Jardín Botánico de Bogotá,"47.013,66 CL$",16 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de chocolate en Bogotá,"45.315,94 CL$",16 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Parque Natural Chicaque,"77.050,16 CL$",6 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Entrada a un local de bolirana electrónica,"5.223,74 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de anillos de esmeraldas,"143.652,85 CL$",10 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Clase de salsa en Bogotá,"24.420,98 CL$",10 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de compras por Bogotá,"82.273,90 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de la fruta colombiana,"41.789,92 CL$",12 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por el barrio de Usaquén,"24.917,24 CL$",3 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo privado a caballo por los cerros de Guadalupe y Monserrate,"217.288,26 CL$",3 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour por el Santuario del Divino Niño y la plaza 20 de Julio,"65.296,75 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,¿Escala en Bogotá? Tour desde el aeropuerto,"25.857,51 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado del tejo y la cerveza por Bogotá,"107.870,23 CL$",2 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de medicina ancestral indígena,"39.178,05 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Varios destinos,Excursión a la Mina de Sal de Nemocón + Senderismo por el desierto de Checua,"41.789,92 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Escalada en las Rocas de Suesca,"83.579,84 CL$",2 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de mochilas wayuu en Bogotá,"39.178,05 CL$",4 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita nocturna al mirador de la Cueva del Arco,"49.625,53 CL$",4 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Clase de cocina colombiana,"94.027,32 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a la laguna de Tota,"78.356,10 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller privado de grafitis en Bogotá,"78.356,10 CL$",4 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a la laguna El Tabacal + Visita a la finca Gallito Torres,"135.817,24 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Transporte hasta el restaurante Andrés Carne de Res en Chía,"45.707,72 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado de la arquitectura de Bogotá,"141.040,98 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Tour de aventura en Tobia,"35.260,24 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado del grafiti por Bogotá,"71.826,42 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Escalada en las Rocas de Suesca,"17.421,17 CL$",1 opinión,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Varios destinos,Senderismo por las cuevas de Tenjo,"49.625,53 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a Nocaima y La Vega + Visita a la finca de panela El Bambú,"78.356,10 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Avistamiento de aves en el cerro de Monserrate,"83.579,84 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour por el Parque Simón Bolívar y la Biblioteca Virgilio Barco,"26.562,71 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita al Museo Casa Marqués de San Jorge + Taller de cerámica prehispánica,"62.684,88 CL$",1 opinión,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Puenting en Suesca,"104.474,80 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Alquiler de bicicleta en Suesca,"10.447,48 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Rafting en el cañón del río Güejar,"203.725,87 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour del cannabis por Bogotá,"78.356,10 CL$",1 opinión,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Clase de ritmos latinos en Bogotá,"33.954,31 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Bioparque La Reserva,"77.572,54 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo privado en helicóptero por Bogotá,"731.323,63 CL$",Novedad,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour gastronómico por Usaquén,"78.356,10 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Tour en bicicleta por Suesca,"23.506,83 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,"Escalada, rápel y bicicleta en las Rocas de Suesca","52.237,40 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Vía ferrata de las Rocas de Suesca,"47.013,66 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Chocontá,Excursión a caballo a la laguna de Suesca,"144.758,66 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Sutatausa,Senderismo por Sutatausa,"38.316,13 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Simijaca,Senderismo por Simijaca,"38.316,13 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Ubaté,Senderismo por Cucunubá,"38.316,13 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Ubaté,Tour por Ubaté + Senderismo hasta el Cerro de la Teta,"38.316,13 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Fúquene,Senderismo por Fúquene,"38.316,13 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Fúquene,Senderismo por Fúquene + Paseo en barco,"62.684,88 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Fúquene,Noche en el Agro Ecolodge Ziguazinsa,"87.079,75 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Rafting en el río Negro,"21.156,14 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Tirolina en Tobia,"18.544,27 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Barranquismo en Tobia,"16.977,15 CL$",1 opinión,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Salto de péndulo en Tobia Sky,"18.544,27 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Paseo a caballo por Tobia,"18.805,46 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Pub Crawl ¡Tour de fiesta por La Candelaria!,"38.916,86 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Senderismo por Suesca,"8.449,39 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Rápel en las Rocas de Suesca,"17.421,17 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de la cultura indígena por Bogotá,"7.835,61 CL$",27 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Partido de fútbol en Bogotá con guía local,"79.806,99 CL$",5 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Velada de boxeo en Bogotá,"45.185,35 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Barranquismo y tirolina en Útica,"20.894,96 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Tour de aventura en Útica,"28.730,57 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Guaduas,Tour por Guaduas,"15.671,22 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Rafting en el río Negro,"15.671,22 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,"Tirolina, puente colgante y rápel en Útica","11.753,41 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Trekking y tirolina en Útica,"13.059,35 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Paseo a caballo por Útica,"9.141,54 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,"Excursión a Filandia, Salento y Valle de Cocora","150.443,71 CL$",162 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Senderismo por el Valle de Cocora,"81.490,34 CL$",88 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Tour por Salento y Valle de Cocora,"73.915,92 CL$",95 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Varios destinos,Visita a la finca El Ocaso,"68.953,37 CL$",98 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Filandia,Excursión a Barbas Bremen,"87.497,64 CL$",6 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Excursión al Valle de Cocora + Visita a la finca cafetera Entrebosques,"112.310,41 CL$",6 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,Excursión privada a los Termales Santa Rosa de Cabal,"169.215,23 CL$",9 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Varios destinos,Excursión al Parque Nacional Los Nevados,"139.473,86 CL$",5 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Paseo a caballo por Salento,"58.767,07 CL$",10 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Varios destinos,Excursión a los Termales Santa Rosa de Cabal,"72.871,17 CL$",2 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,Excursión a la Finca Recuca,"112.571,60 CL$",19 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Tour del cacao por la finca El Argel,"57.461,14 CL$",1 opinión,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,Excursión a Marsella,"131.115,88 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Visita a la finca cafetera Luger,"47.013,66 CL$",3 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Quimbaya,Tour del café por la finca Casa Vieja,"29.383,53 CL$",Sin valorar,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Manizales,Visita al ecoparque Recinto del Pensamiento,"8.357,98 CL$",2 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,"Excursión a Filandia, Salento y Valle de Cocora","143.130,48 CL$",44 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Visita a la Hacienda Combia,"53.543,33 CL$",14 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Manizales,Excursión al volcán Nevado del Ruiz,"127.427,92 CL$",13 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Buenavista,Vuelo en parapente por el Quindío,"47.013,66 CL$",12 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Excursión a la Finca Recuca,"112.571,60 CL$",8 opiniones,Civitatis,2025-12-30 19:20
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Free tour por el Parque de la Vida,¡Gratis!,4 opiniones,Civitatis,2025-12-30 19:20
